date|useribpt|balance|mutasi|registrasi|aktivasi|payment|login|purchase|transfer|ownacc|otheracc|domesticbank|transferidr|transfersgd|transferusd|paymentidr|purchaseidr|ownaccidr|otheraccidr|domesticbankidr|totaltxn|totalidr|totalsgd|totalusd|bln|mth
03/03/2019|646099|14389|62734|0|0|684|0|0|0|1208|33725|0|0|0|0|7931404732.00|0.00|185487162381.00|796569557372.00|0.00|112740|989988124485.00|0|0|MAR2019|2019-03
03/04/2019|646479|113585|459778|0|0|11622|0|0|0|17683|207145|32351|0|0|0|275932445593.00|0.00|8315288412786.00|10784316689871.00|9938522981466.00|842164|29314060529716.00|0|0|MAR2019|2019-03
03/05/2019|646754|104724|388359|0|0|15558|0|0|0|15633|216335|30016|0|0|0|259930755729.00|0.00|8225981485728.00|10669004038257.00|8902904689612.00|770625|28057820969326.00|0|0|MAR2019|2019-03
03/06/2019|647145|99935|361511|0|0|22660|0|0|0|15469|203163|29579|0|0|0|424240216346.00|0.00|6715363072231.00|9925625567579.00|8364163015734.00|732317|25429391871890.00|0|0|MAR2019|2019-03
03/07/2019|647157|19634|66940|0|0|2211|0|0|0|2084|52008|0|0|0|0|23171476947.00|0.00|267154449238.00|1352615474435.00|0.00|142877|1642941400620.00|0|0|MAR2019|2019-03
03/08/2019|647588|114488|420294|0|0|43919|0|0|0|16569|231734|35893|0|0|0|851902514469.00|0.00|7032574005797.00|10798968988491.00|9584615661850.00|862897|28268061170607.00|0|0|MAR2019|2019-03
03/09/2019|647584|35965|148275|0|0|6905|0|0|0|3320|92680|0|0|0|0|54790847167.00|0.00|303250084798.00|2303819985244.00|0.00|287145|2661860917209.00|0|0|MAR2019|2019-03
03/10/2019|647584|13973|58795|0|0|2799|0|0|0|1243|31189|0|0|0|0|11275800953.00|0.00|113622605633.00|836422799693.00|0.00|107999|961321206279.00|0|0|MAR2019|2019-03
03/11/2019|647956|113692|463708|0|0|32438|0|0|0|17405|213102|34790|0|0|0|763209829896.00|0.00|8874598198385.00|10701357007307.00|10122580806212.00|875135|30461745841800.00|0|0|MAR2019|2019-03
03/12/2019|648315|100938|398847|0|0|14838|0|0|0|15768|190570|28763|0|0|0|273842898772.00|0.00|15338341836376.00|10633725171525.00|10280054512086.00|749724|36525964418759.00|0|0|MAR2019|2019-03
03/13/2019|648820|95561|365241|0|0|13428|0|0|0|14543|181598|27866|0|0|0|304901771822.00|0.00|7097806021529.00|8698186276532.00|8464058930225.00|698237|24564953000108.00|0|0|MAR2019|2019-03
03/14/2019|649199|95212|364186|0|0|14280|0|0|0|14330|182749|27077|0|0|0|357056332130.00|0.00|6403948459847.00|9005973940705.00|8677242129139.00|697834|24444220861821.00|0|0|MAR2019|2019-03
03/15/2019|649605|103883|381489|0|0|19609|0|0|0|16043|236720|34952|0|0|0|445210557006.00|0.00|14847964181211.00|11090840262620.00|9804111690723.00|792696|36188126691560.00|0|0|MAR2019|2019-03
03/16/2019|649630|33712|147735|0|0|2322|0|0|0|3310|89002|0|0|0|0|36623143198.00|0.00|389737664692.00|2176633607095.00|0.00|276081|2602994414985.00|0|0|MAR2019|2019-03
03/17/2019|649633|13263|55862|0|0|913|0|0|0|1035|26258|0|0|0|0|5676066823.00|0.00|174562340586.00|755234086977.00|0.00|97331|935472494386.00|0|0|MAR2019|2019-03
03/18/2019|650037|107312|444126|0|0|15580|0|0|0|16786|193122|31743|0|0|0|389785180985.00|0.00|7901068266514.00|10190087849078.00|10159893119826.00|808669|28640834416403.00|0|0|MAR2019|2019-03
03/19/2019|650437|99207|399355|0|0|17650|0|0|0|15575|185776|28416|0|0|0|507734886693.00|0.00|7417385100908.00|10257957721299.00|8872060852831.00|745979|27055138561731.00|0|0|MAR2019|2019-03
03/20/2019|650886|93542|367864|0|0|18623|0|0|0|14737|184033|27310|0|0|0|422327022495.00|0.00|7610062238028.00|8901499567563.00|8104634059252.00|706109|25038522887338.00|0|0|MAR2019|2019-03
03/21/2019|651374|94848|369959|0|0|7088|0|0|0|14259|174466|26684|0|0|0|234664388559.00|0.00|6263674291164.00|8601697961677.00|7711042382040.00|687304|22811079023440.00|0|0|MAR2019|2019-03
03/22/2019|651818|102774|388056|0|0|7161|0|0|0|15462|209127|31177|0|0|0|310203663109.00|0.00|7857010779889.00|10591599390039.00|9617482012654.00|753757|28376295845691.00|0|0|MAR2019|2019-03
03/23/2019|651832|33873|143972|0|0|1450|0|0|0|3211|81617|0|0|0|0|21434436774.00|0.00|293969239031.00|2024552348216.00|0.00|264123|2339956024021.00|0|0|MAR2019|2019-03
03/24/2019|651832|13558|53164|0|0|423|0|0|0|1084|25646|0|0|0|0|4990699462.00|0.00|147289783055.00|761284708419.00|0.00|93875|913565190936.00|0|0|MAR2019|2019-03
03/25/2019|652220|113847|475112|0|0|7602|0|0|0|17066|229361|34892|0|0|0|398216873190.00|0.00|9393699729691.00|11168904556097.00|10323775679547.00|877880|31284596838525.00|0|0|MAR2019|2019-03
03/26/2019|652475|105014|425474|0|0|7224|0|0|0|16470|200784|29365|0|0|0|438373118718.00|0.00|7808541390739.00|10677240869983.00|9228641032309.00|784331|28152796411749.00|0|0|MAR2019|2019-03
03/27/2019|652896|103367|400500|0|0|7186|0|0|0|16350|191789|27961|0|0|0|463712038830.00|0.00|8122720135099.00|9937338681966.00|8479644447832.00|747153|27003415303727.00|0|0|MAR2019|2019-03
03/28/2019|653346|106377|411097|0|0|9024|0|0|0|16003|220483|30675|0|0|0|627512512469.00|0.00|7416209221804.00|11303694158509.00|9221592428620.00|793659|28569008321402.00|0|0|MAR2019|2019-03
03/29/2019|653806|122656|456953|0|0|9895|0|0|0|17866|291137|40037|0|0|0|685132534752.00|0.00|9053427487101.00|13073918879617.00|13219456595461.00|938544|36031935496931.00|0|0|MAR2019|2019-03
03/30/2019|653811|39873|230150|0|0|2364|0|0|0|4117|134856|0|0|0|0|49162081483.00|0.00|439380269100.00|2577481595046.00|0.00|411360|3066023945629.00|0|0|MAR2019|2019-03
03/31/2019|653814|17206|87033|0|0|832|0|0|0|1659|52676|0|0|0|0|11853873208.00|0.00|186063188280.00|945049281445.00|0.00|159406|1142966342933.00|0|0|MAR2019|2019-03
04/01/2019|654253|121198|624747|0|0|6774|0|0|0|18163|261564|35155|0|0|0|332098076288.00|0.00|8442661872638.00|11275730933927.00|10593403660794.00|1067601|30643894543647.00|0|0|APR2019|2019-04
04/02/2019|654610|108875|439022|0|0|8208|0|0|0|15653|221875|30181|0|0|0|229240129909.00|0.00|7160682378896.00|10812333293234.00|9960049388215.00|823814|28162305190254.00|0|0|APR2019|2019-04
04/03/2019|654611|21110|74440|0|0|1250|0|0|0|2575|56361|0|0|0|0|8860545369.00|0.00|211618720052.00|1731847998219.00|0.00|155736|1952327263640.00|0|0|APR2019|2019-04
04/04/2019|655058|110289|436315|0|0|13534|0|0|0|15799|207151|31956|0|0|0|301666858959.00|0.00|7533110723066.00|10303901380753.00|9243688990955.00|815044|27382367953733.00|0|0|APR2019|2019-04
04/05/2019|655361|112654|402840|0|0|18090|0|0|0|16511|254293|35629|0|0|0|388918186482.00|0.00|8711459402416.00|10907422065832.00|10461145878984.00|840017|30468945533714.00|0|0|APR2019|2019-04
04/06/2019|655391|35964|153839|0|0|3303|0|0|0|3441|95377|0|0|0|0|33504879207.00|0.00|289752950991.00|2173262605842.00|0.00|291924|2496520436040.00|0|0|APR2019|2019-04
04/07/2019|655391|13171|54675|0|0|1414|0|0|0|1174|27614|0|0|0|0|6074581940.00|0.00|127947150354.00|820322431463.00|0.00|98048|954344163757.00|0|0|APR2019|2019-04
04/08/2019|655748|115793|452469|0|0|27227|0|0|0|17315|211006|34300|0|0|0|531077562463.00|0.00|8704492486584.00|11134445980876.00|10597263086762.00|858110|30967279116685.00|0|0|APR2019|2019-04
04/09/2019|656221|106931|406220|0|0|35586|0|0|0|16009|197342|29535|0|0|0|827606771704.00|0.00|7637264688983.00|10294834250490.00|9683503194432.00|791623|28443208905609.00|0|0|APR2019|2019-04
04/10/2019|656638|104734|388888|0|0|42088|0|0|0|15006|205745|29673|0|0|0|940767791956.00|0.00|7769457103323.00|9459757382362.00|8865562323717.00|786134|27035544601358.00|0|0|APR2019|2019-04
04/11/2019|657018|97588|376116|0|0|12875|0|0|0|14173|184968|27321|0|0|0|271797365295.00|0.00|5957186316655.00|8790650414068.00|7498511709282.00|713041|22518145805300.00|0|0|APR2019|2019-04
04/12/2019|657476|104438|387948|0|0|14711|0|0|0|15640|214158|32387|0|0|0|417872428505.00|0.00|7056142718266.00|10441832448797.00|9612359992987.00|769282|27528207588555.00|0|0|APR2019|2019-04
04/13/2019|657824|33807|146985|0|0|2983|0|0|0|3247|86231|0|0|0|0|28909219757.00|0.00|303775981494.00|1971075422808.00|0.00|273253|2303760624059.00|0|0|APR2019|2019-04
04/14/2019|657825|12893|51090|0|0|945|0|0|0|1163|26114|0|0|0|0|6063508478.00|0.00|182120814397.00|840618046469.00|0.00|92205|1028802369344.00|0|0|APR2019|2019-04
04/15/2019|658328|118176|475089|0|0|23447|0|0|0|17493|226151|36250|0|0|0|531896652105.00|0.00|8834252020052.00|11675086042112.00|11923383986387.00|896606|32964618700656.00|0|0|APR2019|2019-04
04/16/2019|658774|109599|430056|0|0|17317|0|0|0|17371|219957|33550|0|0|0|587979368990.00|0.00|8054298829492.00|11950776989089.00|12302960348478.00|827850|32896015536049.00|0|0|APR2019|2019-04
04/17/2019|658775|13245|47535|0|0|1679|0|0|0|1599|34435|0|0|0|0|18031558204.00|0.00|173407243839.00|1062482290461.00|0.00|98493|1253921092504.00|0|0|APR2019|2019-04
04/18/2019|659226|108482|424333|0|0|22316|0|0|0|17062|212091|36100|0|0|0|660160247984.00|0.00|8384064895397.00|11881215673472.00|10956893442813.00|820384|31882334259666.00|0|0|APR2019|2019-04
04/19/2019|659229|19054|66594|0|0|3689|0|0|0|2021|52461|0|0|0|0|47553586203.00|0.00|188601747918.00|1382506613450.00|0.00|143819|1618661947571.00|0|0|APR2019|2019-04
04/20/2019|659237|34805|167290|0|0|6386|0|0|0|3054|82022|0|0|0|0|56114032804.00|0.00|426321771127.00|1915017131233.00|0.00|293557|2397452935164.00|0|0|APR2019|2019-04
04/21/2019|659272|12842|71110|0|0|1347|0|0|0|1074|25748|0|0|0|0|7736746029.00|0.00|176511462794.00|685734821069.00|0.00|112121|869983029892.00|0|0|APR2019|2019-04
04/22/2019|659643|121425|529337|0|0|10673|0|0|0|18109|214406|36760|0|0|0|407965429693.00|0.00|12761874351829.00|12464417260046.00|14010337717551.00|930710|39644594759119.00|0|0|APR2019|2019-04
04/23/2019|660021|107252|439225|0|0|7992|0|0|0|15852|195665|30356|0|0|0|366708401863.00|0.00|8939623188360.00|11004933666851.00|13840210537613.00|796342|34151475794687.00|0|0|APR2019|2019-04
04/24/2019|660428|104497|406453|0|0|7762|0|0|0|16062|185911|27649|0|0|0|526835421685.00|0.00|8504391541239.00|10467171508643.00|9620075894599.00|748334|29118474366166.00|0|0|APR2019|2019-04
04/25/2019|660897|111010|418946|0|0|8470|0|0|0|16384|231054|32996|0|0|0|698753677844.00|0.00|7958281956461.00|10656423323026.00|8803175809884.00|818860|28116634767215.00|0|0|APR2019|2019-04
04/26/2019|661355|115646|432799|0|0|9172|0|0|0|16801|246016|36889|0|0|0|847190781835.00|0.00|8347383043689.00|11877578205115.00|10371763727743.00|857323|31443915758382.00|0|0|APR2019|2019-04
04/27/2019|661356|36402|159912|0|0|2130|0|0|0|3537|103030|0|0|0|0|56515351887.00|0.00|471216540690.00|2274805321637.00|0.00|305011|2802537214214.00|0|0|APR2019|2019-04
04/28/2019|661357|14377|61950|0|0|585|0|0|0|1239|37484|0|0|0|0|10023667315.00|0.00|152461572776.00|1081321079910.00|0.00|115635|1243806320001.00|0|0|APR2019|2019-04
04/29/2019|661820|130630|517799|0|0|13010|0|0|0|19253|241011|37326|0|0|0|1383474115073.00|0.00|12808647118310.00|13107099561004.00|15915260626868.00|959029|43214481421255.00|0|0|APR2019|2019-04
04/30/2019|662160|145209|558012|0|0|12685|0|0|0|21043|346671|41130|0|0|0|1106800942121.00|0.00|9987135088953.00|15412458837570.00|15038989723989.00|1124750|41545384592633.00|0|0|APR2019|2019-04
05/01/2019|662171|26546|125007|0|0|944|0|0|0|3397|103535|0|0|0|0|7883770142.00|0.00|357722394131.00|2017727804848.00|0.00|259429|2383333969121.00|0|0|MAY2019|2019-05
05/02/2019|662493|122209|612460|0|0|7601|0|0|0|17016|236680|35225|0|0|0|291152763564.00|0.00|9063544887933.00|11449557762366.00|11718744240546.00|1031191|32522999654409.00|0|0|MAY2019|2019-05
05/03/2019|662896|128388|474727|0|0|10243|0|0|0|15680|240328|30429|0|0|0|298862381867.00|0.00|7787751328306.00|10544585686809.00|9327276921515.00|899795|27958476318497.00|0|0|MAY2019|2019-05
05/04/2019|662902|39115|157111|0|0|2962|0|0|0|3637|104021|0|0|0|0|32129042260.00|0.00|381829167691.00|2480644959589.00|0.00|306846|2894603169540.00|0|0|MAY2019|2019-05
05/05/2019|662903|14879|56425|0|0|1019|0|0|0|1269|38410|0|0|0|0|5000850683.00|0.00|157008199401.00|1069041048833.00|0.00|112002|1231050098917.00|0|0|MAY2019|2019-05
05/06/2019|663315|120595|460369|0|0|18369|0|0|0|18153|223761|36336|0|0|0|362736519559.00|0.00|9830054798650.00|11596897694685.00|14211336479538.00|877583|36001025492432.00|0|0|MAY2019|2019-05
05/07/2019|663721|114996|430515|0|0|22160|0|0|0|16548|209082|31535|0|0|0|390699754950.00|0.00|8077288249036.00|11112096006600.00|11476131562581.00|824836|31056215573167.00|0|0|MAY2019|2019-05
05/08/2019|664127|108700|391580|0|0|26313|0|0|0|15432|198509|29086|0|0|0|539410948749.00|0.00|6883960657315.00|9786211280698.00|8861140018066.00|769620|26070722904828.00|0|0|MAY2019|2019-05
05/09/2019|664507|108045|385271|0|0|34969|0|0|0|15379|196344|29109|0|0|0|802437559437.00|0.00|7159608062329.00|9558527143640.00|8381290876375.00|769117|25901863641781.00|0|0|MAY2019|2019-05
05/10/2019|664962|118972|422354|0|0|42245|0|0|0|16682|246082|36760|0|0|0|877448365140.00|0.00|7514461102747.00|11541107605327.00|10158476602150.00|883095|30091493675364.00|0|0|MAY2019|2019-05
05/11/2019|664973|37372|161712|0|0|3225|0|0|0|3487|96072|0|0|0|0|32035782956.00|0.00|438450031490.00|2295484524483.00|0.00|301868|2765970338929.00|0|0|MAY2019|2019-05
05/12/2019|664974|13903|66896|0|0|937|0|0|0|1162|28503|0|0|0|0|5291160463.00|0.00|223528160352.00|836818073701.00|0.00|111401|1065637394516.00|0|0|MAY2019|2019-05
05/13/2019|665430|120518|481162|0|0|14089|0|0|0|18087|210683|34194|0|0|0|440507237306.00|0.00|8855726404523.00|12040925661255.00|11812593751334.00|878733|33149753054418.00|0|0|MAY2019|2019-05
05/14/2019|665890|112909|436995|0|0|15625|0|0|0|16691|202605|30968|0|0|0|476375042733.00|0.00|7956135937963.00|11414187864922.00|11770609834918.00|815793|31617308680536.00|0|0|MAY2019|2019-05
05/15/2019|666311|110082|414346|0|0|20547|0|0|0|15926|217049|31393|0|0|0|463839879574.00|0.00|6617739313603.00|10669392681135.00|9206271077997.00|809343|26957242952309.00|0|0|MAY2019|2019-05
05/16/2019|666824|105689|405808|0|0|12701|0|0|0|15144|199652|29388|0|0|0|335864856769.00|0.00|6191812271878.00|9235472654969.00|8737035812621.00|768382|24500185596237.00|0|0|MAY2019|2019-05
05/17/2019|667272|114654|424568|0|0|17304|0|0|0|16349|230490|33750|0|0|0|515195636793.00|0.00|7313654765212.00|11058294363760.00|9907966375084.00|837115|28795111140849.00|0|0|MAY2019|2019-05
05/18/2019|667274|38491|165164|0|0|4114|0|0|0|3553|96905|0|0|0|0|49027384421.00|0.00|379746578800.00|2267499625200.00|0.00|308227|2696273588421.00|0|0|MAY2019|2019-05
05/19/2019|667276|14754|62506|0|0|1833|0|0|0|1183|30084|0|0|0|0|14554504961.00|0.00|270504106955.00|1326273356022.00|0.00|110360|1611331967938.00|0|0|MAY2019|2019-05
05/20/2019|667710|126740|502522|0|0|20916|0|0|0|18989|230302|35643|0|0|0|606818911239.00|0.00|9207741732007.00|12152915218985.00|11529657106196.00|935112|33497132968427.00|0|0|MAY2019|2019-05
05/21/2019|668132|117831|442556|0|0|9177|0|0|0|16958|215115|30528|0|0|0|303324948508.00|0.00|10492325689819.00|12225038518924.00|11873802797770.00|832165|34894491955021.00|0|0|MAY2019|2019-05
05/22/2019|668305|97492|358218|0|0|5923|0|0|0|14805|194927|27404|0|0|0|214917014172.00|0.00|7258205644781.00|8950144958954.00|8125807322448.00|698769|24549074940355.00|0|0|MAY2019|2019-05
05/23/2019|668656|114846|424351|0|0|6523|0|0|0|16173|218023|30132|0|0|0|306281911869.00|0.00|7044142488934.00|10748023189178.00|9640559804602.00|810048|27739007394583.00|0|0|MAY2019|2019-05
05/24/2019|669288|124649|442750|0|0|8371|0|0|0|18130|293971|41022|0|0|0|612364709642.00|0.00|8985713941055.00|12517666991566.00|12990226224978.00|928893|35105971867241.00|0|0|MAY2019|2019-05
05/25/2019|669288|43804|179894|0|0|2026|0|0|0|4299|139047|0|0|0|0|40189197138.00|0.00|564134883913.00|2774747853844.00|0.00|369070|3379071934895.00|0|0|MAY2019|2019-05
05/26/2019|669302|15983|61145|0|0|624|0|0|0|1374|38058|0|0|0|0|9007744212.00|0.00|256779698827.00|929550514845.00|0.00|117184|1195337957884.00|0|0|MAY2019|2019-05
05/27/2019|669674|143336|555486|0|0|10590|0|0|0|20564|282860|43997|0|0|0|602341605244.00|0.00|11235351892639.00|14601430633147.00|13768639543683.00|1056833|40207763674713.00|0|0|MAY2019|2019-05
05/28/2019|670041|123918|450144|0|0|11530|0|0|0|18119|280861|33481|0|0|0|598144474321.00|0.00|10550836256738.00|14334072269042.00|12584337389417.00|918053|38067390389518.00|0|0|MAY2019|2019-05
05/29/2019|670595|151353|541209|0|0|17927|0|0|0|21675|377565|54760|0|0|0|917683123001.00|0.00|11768976578873.00|16042218323879.00|16434938329066.00|1164489|45163816354819.00|0|0|MAY2019|2019-05
05/30/2019|670596|42737|107001|0|0|1485|0|0|0|3432|102349|0|0|0|0|31671361296.00|0.00|565969707993.00|2477105263054.00|0.00|257004|3074746332343.00|0|0|MAY2019|2019-05
05/31/2019|670761|115613|459215|0|0|8651|0|0|0|18215|272187|38074|0|0|0|340877356518.00|0.00|9717381293694.00|11826135334027.00|14132085210337.00|911955|36016479194576.00|0|0|MAY2019|2019-05
06/01/2019|670762|29748|157744|0|0|1549|0|0|0|3501|104887|0|0|0|0|16429607399.00|0.00|606499311320.00|1947668458108.00|0.00|297429|2570597376827.00|0|0|JUN2019|2019-06
06/02/2019|670762|15879|77937|0|0|847|0|0|0|1422|37638|0|0|0|0|6068836947.00|0.00|256487559648.00|1121625084465.00|0.00|133723|1384181481060.00|0|0|JUN2019|2019-06
06/03/2019|670768|35995|200279|0|0|4571|0|0|0|5544|93197|0|0|0|0|53979381538.00|0.00|1147809544965.00|2878787300207.00|0.00|339586|4080576226710.00|0|0|JUN2019|2019-06
06/04/2019|670772|20363|92106|0|0|2979|0|0|0|2310|55664|0|0|0|0|26507753018.00|0.00|598883859573.00|1308573514593.00|0.00|173422|1933965127184.00|0|0|JUN2019|2019-06
06/05/2019|670772|7765|47812|0|0|1220|0|0|0|732|18218|0|0|0|0|7136907993.00|0.00|167354295992.00|520846294555.00|0.00|75747|695337498540.00|0|0|JUN2019|2019-06
06/06/2019|670772|8522|68375|0|0|1188|0|0|0|721|15777|0|0|0|0|6688448231.00|0.00|240104732311.00|482843320480.00|0.00|94583|729636501022.00|0|0|JUN2019|2019-06
06/07/2019|670727|13146|103242|0|0|2215|0|0|0|1127|23937|0|0|0|0|19614820499.00|0.00|469393247555.00|764936672684.00|0.00|143667|1253944740738.00|0|0|JUN2019|2019-06
06/08/2019|670727|12130|63354|0|0|2319|0|0|0|1011|23333|0|0|0|0|9781826415.00|0.00|243554694105.00|951729751031.00|0.00|102147|1205066271551.00|0|0|JUN2019|2019-06
06/09/2019|670728|10539|55852|0|0|1726|0|0|0|857|17536|0|0|0|0|9794078570.00|0.00|348394372306.00|703160512380.00|0.00|86510|1061348963256.00|0|0|JUN2019|2019-06
06/10/2019|671138|98191|499503|0|0|46046|0|0|0|14425|150492|35038|0|0|0|901729690453.00|0.00|14277302950383.00|11548132734181.00|19650953242102.00|843695|46378118617119.00|0|0|JUN2019|2019-06
06/11/2019|671470|87178|375078|0|0|20593|0|0|0|13462|150950|23773|0|0|0|419432443071.00|0.00|7993546470914.00|9907371039628.00|12578010147773.00|671034|30898360101386.00|0|0|JUN2019|2019-06
06/12/2019|671806|88874|362872|0|0|22242|0|0|0|13765|157533|23303|0|0|0|529670736820.00|0.00|9287761394012.00|8847517200679.00|9202846042691.00|668589|27867795374202.00|0|0|JUN2019|2019-06
06/13/2019|672137|93050|359859|0|0|15821|0|0|0|13596|167252|25714|0|0|0|385140769074.00|0.00|6752877330696.00|9398027340947.00|9678337164117.00|675292|26214382604834.00|0|0|JUN2019|2019-06
06/14/2019|672489|100679|376169|0|0|20807|0|0|0|15375|208989|32544|0|0|0|592155204679.00|0.00|8446146757988.00|11427740847090.00|9732224313364.00|754563|30198267123121.00|0|0|JUN2019|2019-06
06/15/2019|672494|34018|147037|0|0|5952|0|0|0|3289|91339|0|0|0|0|48883776302.00|0.00|317430249625.00|2185060094148.00|0.00|281635|2551374120075.00|0|0|JUN2019|2019-06
06/16/2019|672494|12113|48176|0|0|1003|0|0|0|1111|26768|0|0|0|0|9038695981.00|0.00|241908774223.00|806150065634.00|0.00|89171|1057097535838.00|0|0|JUN2019|2019-06
06/17/2019|672802|112036|471286|0|0|18793|0|0|0|16494|201106|33364|0|0|0|493771039815.00|0.00|8217853744177.00|11407608774790.00|12065331235812.00|853079|32184564794594.00|0|0|JUN2019|2019-06
06/18/2019|673110|102932|406389|0|0|17058|0|0|0|15281|193857|29059|0|0|0|391421250175.00|0.00|8371870994956.00|11434428769436.00|11574024036917.00|764576|31771745051484.00|0|0|JUN2019|2019-06
06/19/2019|673443|100294|386821|0|0|19440|0|0|0|15322|182783|27672|0|0|0|584065071103.00|0.00|6437114554039.00|9854621690375.00|9041858723428.00|732332|25917660038945.00|0|0|JUN2019|2019-06
06/20/2019|673914|103791|390760|0|0|20009|0|0|0|15135|192791|28707|0|0|0|593645843373.00|0.00|9255392156653.00|9899133010965.00|8689852581103.00|751193|28438023592094.00|0|0|JUN2019|2019-06
06/21/2019|674272|108793|409317|0|0|8916|0|0|0|15919|213179|33086|0|0|0|299440035992.00|0.00|7826088719598.00|11187560716541.00|10622531001053.00|789210|29935620473184.00|0|0|JUN2019|2019-06
06/22/2019|674279|34640|149326|0|0|1591|0|0|0|3205|86140|0|0|0|0|24615173502.00|0.00|278947241656.00|2136605250442.00|0.00|274902|2440167665600.00|0|0|JUN2019|2019-06
06/23/2019|674283|12424|55468|0|0|296|0|0|0|1032|26171|0|0|0|0|5542161539.00|0.00|219831361856.00|835062030187.00|0.00|95391|1060435553582.00|0|0|JUN2019|2019-06
06/24/2019|674592|117157|478433|0|0|6955|0|0|0|17174|198475|32304|0|0|0|450845836980.00|0.00|10897988966162.00|11694713396605.00|11478117035432.00|850498|34521665235179.00|0|0|JUN2019|2019-06
06/25/2019|675034|116723|445125|0|0|8056|0|0|0|16382|233543|33739|0|0|0|439446218828.00|0.00|8315805695972.00|11946154554429.00|12662531965501.00|853568|33363938434730.00|0|0|JUN2019|2019-06
06/26/2019|675443|110486|418368|0|0|7946|0|0|0|15838|201022|30192|0|0|0|611986586937.00|0.00|8275924398567.00|10813609184182.00|9282177073080.00|783852|28983697242766.00|0|0|JUN2019|2019-06
06/27/2019|675809|115730|427010|0|0|8912|0|0|0|16483|214532|31756|0|0|0|683173357664.00|0.00|9051711686991.00|10747368304495.00|10259795388376.00|814423|30742048737526.00|0|0|JUN2019|2019-06
06/28/2019|676169|137646|491544|0|0|11142|0|0|0|19413|332037|44630|0|0|0|960063875771.00|0.00|10678941241325.00|18769773268098.00|16262430692779.00|1036412|46671209077973.00|0|0|JUN2019|2019-06
06/29/2019|676238|42961|231884|0|0|2056|0|0|0|4124|140690|0|0|0|0|65859154525.00|0.00|367956825150.00|2660355149656.00|0.00|421715|3094171129331.00|0|0|JUN2019|2019-06
06/30/2019|676237|16606|83897|0|0|731|0|0|0|1809|58611|0|0|0|0|19327979113.00|0.00|314818630401.00|1060346898711.00|0.00|161654|1394493508225.00|0|0|JUN2019|2019-06
07/01/2019|676703|129635|628859|0|0|7392|0|0|0|18308|269444|36743|0|0|0|358915370500.00|0.00|8915584784555.00|12239986453065.00|13058754649346.00|1090381|34573241257466.00|0|0|JUL2019|2019-07
07/02/2019|677048|112721|450375|0|0|8950|0|0|0|15869|218913|29391|0|0|0|226925921116.00|0.00|7408863541151.00|11168569304914.00|11218340742295.00|836219|30022699509476.00|0|0|JUL2019|2019-07
07/03/2019|677490|104784|391246|0|0|11981|0|0|0|14818|197411|26690|0|0|0|244778373835.00|0.00|7449410036734.00|10129332478006.00|8677570106052.00|746930|26501090994627.00|0|0|JUL2019|2019-07
07/04/2019|678014|103480|372205|0|0|13735|0|0|0|14526|190987|26436|0|0|0|328462986297.00|0.00|6679890423465.00|9716548191839.00|8144434117072.00|721369|24869335718673.00|0|0|JUL2019|2019-07
07/05/2019|678552|115871|396438|0|0|17673|0|0|0|16050|242735|32619|0|0|0|336242933724.00|0.00|8716433470652.00|10498048074682.00|10291821432891.00|821386|29842545911949.00|0|0|JUL2019|2019-07
07/06/2019|678555|36314|148624|0|0|3341|0|0|0|3222|93080|0|0|0|0|35859078065.00|0.00|384322425793.00|2201895348855.00|0.00|284581|2622076852713.00|0|0|JUL2019|2019-07
07/07/2019|678558|13284|58638|0|0|1079|0|0|0|1233|27813|0|0|0|0|9434701516.00|0.00|271281324028.00|864220665345.00|0.00|102047|1144936690889.00|0|0|JUL2019|2019-07
07/08/2019|679041|116489|465200|0|0|26177|0|0|0|16942|201587|32382|0|0|0|469457343409.00|0.00|9574333574772.00|10315314251948.00|11562562184536.00|858777|31921667354665.00|0|0|JUL2019|2019-07
07/09/2019|679573|111484|421725|0|0|34137|0|0|0|16133|196946|28517|0|0|0|847788253425.00|0.00|8915795750958.00|11710950463020.00|11262120509339.00|808942|32736654976742.00|0|0|JUL2019|2019-07
07/10/2019|680032|110112|399959|0|0|43467|0|0|0|15500|205340|30381|0|0|0|949028331328.00|0.00|7660059235196.00|10001075578926.00|8778824885134.00|804759|27388988030584.00|0|0|JUL2019|2019-07
07/11/2019|680585|104871|393015|0|0|13046|0|0|0|14679|187540|27810|0|0|0|302752525219.00|0.00|6170477567429.00|9252152435446.00|8689150975516.00|740961|24414533503610.00|0|0|JUL2019|2019-07
07/12/2019|680987|112443|403470|0|0|14520|0|0|0|15335|220305|32796|0|0|0|388984043037.00|0.00|7134096774608.00|10351327886598.00|9504304587312.00|798869|27378713291555.00|0|0|JUL2019|2019-07
07/13/2019|680989|35902|147175|0|0|2895|0|0|0|3339|89222|0|0|0|0|29298097670.00|0.00|343567486922.00|1998643148826.00|0.00|278533|2371508733418.00|0|0|JUL2019|2019-07
07/14/2019|680991|13667|49248|0|0|926|0|0|0|1218|28391|0|0|0|0|6296394596.00|0.00|218701205434.00|750337540605.00|0.00|93450|975335140635.00|0|0|JUL2019|2019-07
07/15/2019|681421|122427|480172|0|0|21069|0|0|0|17204|224098|35074|0|0|0|514328981164.00|0.00|8607946431547.00|11468166453155.00|12559221026417.00|900044|33149662892283.00|0|0|JUL2019|2019-07
