date|usermb|balance|mutasi|registrasi|aktivasi|payment|login|purchase|transfer|ownacc|otheracc|domesticbank|transferidr|transfersgd|transferusd|paymentidr|purchaseidr|ownaccidr|otheraccidr|domesticbankidr|totaltxn|totalidr|totalsgd|totalusd|bln|mth
03/12/2019|21219372|3844965|663734|0|20874|158429|0|176915|2637123|0|0|0|5.2630051E12|8232|27689|163314399880.00|11483160500.00|0.00|0.00|0.00|7481166|5437802613084.00|8232|27689|MAR2019|2019-03
03/13/2019|21235820|3787323|663485|0|20037|141592|0|174578|2633795|0|0|0|5.0727435E12|1920|23547|147057234470.00|11194606000.00|0.00|0.00|0.00|7400773|5230995374981.00|1920|23547|MAR2019|2019-03
03/14/2019|21251525|3797757|684074|0|19371|138849|0|175845|2554101|0|0|0|4.8848195E12|500|22514|132995554233.00|11512131000.00|0.00|0.00|0.00|7350626|5029327187243.00|500|22514|MAR2019|2019-03
03/15/2019|21267682|4030711|733480|0|19576|134942|0|172873|2683029|0|0|0|5.2473199E12|7802|19796|127184538674.00|11066142500.00|0.00|0.00|0.00|7755035|5385570534192.00|7802|19796|MAR2019|2019-03
03/16/2019|21270629|3515723|641432|0|5065|120276|0|165027|2470287|0|0|0|4.0889068E12|500|18021|96191481894.00|10685604000.00|0.00|0.00|0.00|6912745|4195783901402.00|500|18021|MAR2019|2019-03
03/17/2019|21272723|2800003|452131|0|3593|113403|0|149161|1935637|0|0|0|2.4948189E12|400|3835|79697467275.00|9726504500.00|0.00|0.00|0.00|5450335|2584242899448.00|400|3835|MAR2019|2019-03
03/18/2019|21290861|3908158|697442|0|21021|151564|0|174622|2622883|0|0|0|5.2393082E12|1000|15660|163219587569.00|11055501000.00|0.00|0.00|0.00|7554669|5413583337503.00|1000|15660|MAR2019|2019-03
03/19/2019|21307677|3768109|664632|0|20224|166938|0|168438|2570989|0|0|0|5.0737781E12|6557|18625|173115951751.00|10772130000.00|0.00|0.00|0.00|7339106|5257666150173.00|6557|18625|MAR2019|2019-03
03/20/2019|21323446|3847929|665702|0|19232|200854|0|171386|2653506|0|0|0|5.0165768E12|5636|24924|192973461009.00|11050856000.00|0.00|0.00|0.00|7539377|5220601160822.00|5636|24924|MAR2019|2019-03
03/21/2019|21263867|3737894|665909|0|18824|163760|0|175253|2540050|0|0|0|4.8518062E12|10400|46421|157950711541.00|11537400500.00|0.00|0.00|0.00|7282866|5021294319982.00|10400|46421|MAR2019|2019-03
03/22/2019|21279522|3876710|660314|0|19169|164124|0|178181|2607594|0|0|0|5.0296031E12|2200|29960|149047147709.00|11595373500.00|0.00|0.00|0.00|7486923|5190245662509.00|2200|29960|MAR2019|2019-03
03/23/2019|16587234|3577331|612119|0|4930|139431|0|174189|2555330|0|0|0|4.164425E12|4680|13299|122001638474.00|11376433500.00|0.00|0.00|0.00|7058400|4297803040105.00|4680|13299|MAR2019|2019-03
03/24/2019|16589204|2749925|420189|0|3544|118294|0|153964|1945756|0|0|0|2.5041634E12|350|10803|86554048702.00|10199010500.00|0.00|0.00|0.00|5388128|2600916490409.00|350|10803|MAR2019|2019-03
03/25/2019|16608486|4623540|804340|0|22221|189442|0|188492|3002948|0|0|0|5.8975539E12|269|56129|235122745988.00|12211085500.00|0.00|0.00|0.00|8808762|6144887755105.00|269|56129|MAR2019|2019-03
03/26/2019|16626797|4261210|747283|0|21861|176709|0|185768|2882947|0|0|0|5.5157406E12|900|23621|215414810788.00|12126578500.00|0.00|0.00|0.00|8253917|5743281948307.00|900|23621|MAR2019|2019-03
03/27/2019|16643944|4395142|765031|0|20949|164349|0|188999|3042485|0|0|0|5.5044979E12|7342|24038|183356059711.00|12327283000.00|0.00|0.00|0.00|8556006|5700181243425.00|7342|24038|MAR2019|2019-03
03/28/2019|16662237|5105514|898271|0|22538|178033|0|193582|3158559|0|0|0|5.6582349E12|1007|29522|197300229853.00|12710453500.00|0.00|0.00|0.00|9533959|5868245554136.00|1007|29522|MAR2019|2019-03
03/29/2019|16681779|5372516|978618|0|23907|180467|0|209107|3554941|0|0|0|6.3807798E12|1150|23633|195630082966.00|13690430000.00|0.00|0.00|0.00|10295649|6590100313066.00|1150|23633|MAR2019|2019-03
03/30/2019|16685330|4247820|743887|0|6235|151175|0|195971|3085858|0|0|0|4.9660766E12|0|11362|126692798246.00|12907438500.00|0.00|0.00|0.00|8424711|5105676825153.00|0|11362|MAR2019|2019-03
03/31/2019|16687651|3803818|588438|0|4125|134436|0|177496|2485142|0|0|0|3.1244748E12|2483|4749|99053108307.00|11794988000.00|0.00|0.00|0.00|7189330|3235322873192.00|2483|4749|MAR2019|2019-03
04/01/2019|16709206|5151676|940921|0|24869|215943|0|206945|3492081|0|0|0|6.6940074E12|500|37210|236772485404.00|13549224000.00|0.00|0.00|0.00|10007566|6944329110357.00|500|37210|APR2019|2019-04
04/02/2019|16730355|4624878|839828|0|24709|180149|0|195487|3189906|0|0|0|6.0476262E12|5050|29432|213144273046.00|12664277000.00|0.00|0.00|0.00|9030248|6273434760434.00|5050|29432|APR2019|2019-04
04/03/2019|16732638|3519440|599680|0|4583|158135|0|173585|2547793|0|0|0|3.76649E12|0|20715|143184278983.00|11499463000.00|0.00|0.00|0.00|6998633|3921173757578.00|0|20715|APR2019|2019-04
04/04/2019|16752444|4278321|768705|0|22899|182588|0|188186|3019189|0|0|0|5.7586624E12|6669|46602|191968633529.00|12139983500.00|0.00|0.00|0.00|8436989|5962770995268.00|6669|46602|APR2019|2019-04
04/05/2019|16771433|4504026|801069|0|22511|176229|0|175597|3075652|0|0|0|5.8765068E12|14907|76066|177640657826.00|11297774500.00|0.00|0.00|0.00|8732573|6065445220539.00|14907|76066|APR2019|2019-04
04/06/2019|16774517|3699002|628394|0|5278|153749|0|179298|2777873|0|0|0|4.576884E12|1575|8716|121632220873.00|11602260000.00|0.00|0.00|0.00|7438316|4710118528036.00|1575|8716|APR2019|2019-04
04/07/2019|16776379|2977813|476036|0|3360|135107|0|160861|2156666|0|0|0|2.8028409E12|50|16200|90499380503.00|10613345500.00|0.00|0.00|0.00|5906483|2903953606995.00|50|16200|APR2019|2019-04
04/08/2019|16796765|4257401|760212|0|23217|168622|0|182593|3044908|0|0|0|5.9476977E12|2910|25904|168533972762.00|11661151000.00|0.00|0.00|0.00|8413736|6127892843633.00|2910|25904|APR2019|2019-04
04/09/2019|16815099|4067978|712476|0|21655|165381|0|177611|2893270|0|0|0|5.6039633E12|3000|28896|168755436405.00|11377845500.00|0.00|0.00|0.00|8016716|5784096545407.00|3000|28896|APR2019|2019-04
04/10/2019|16831879|4169911|732709|0|20033|169802|0|182636|2950756|0|0|0|5.601549E12|4750|24509|159534856041.00|11710011500.00|0.00|0.00|0.00|8205814|5772793856133.00|4750|24509|APR2019|2019-04
04/11/2019|16848153|3917520|688641|0|19490|162664|0|178560|2811809|0|0|0|5.2623582E12|2000|35319|142707872499.00|11530473000.00|0.00|0.00|0.00|7759194|5416596592348.00|2000|35319|APR2019|2019-04
04/12/2019|16864443|3957842|701192|0|19282|147947|0|178332|2828321|0|0|0|5.3411529E12|18710|81511|125483481455.00|11466548000.00|0.00|0.00|0.00|7813634|5478102917991.00|18710|81511|APR2019|2019-04
04/13/2019|16867165|3434139|573180|0|4684|125384|0|166189|2598088|0|0|0|4.3018517E12|1000|44858|88847484806.00|10791018500.00|0.00|0.00|0.00|6896980|4401490197755.00|1000|44858|APR2019|2019-04
04/14/2019|16869026|2892757|453732|0|3262|121717|0|177580|2008550|0|0|0|2.6223132E12|1000|22401|72598345434.00|11826138500.00|0.00|0.00|0.00|5654336|2706737662662.00|1000|22401|APR2019|2019-04
04/15/2019|16886544|4232973|742289|0|20044|144488|0|176684|2937236|0|0|0|5.9398547E12|7813|65276|145259185380.00|11190601500.00|0.00|0.00|0.00|8233670|6096304527002.00|7813|65276|APR2019|2019-04
04/16/2019|16904168|4110900|701335|0|20595|143310|0|175796|2943128|0|0|0|5.4748563E12|5550|49438|140897715573.00|11206352000.00|0.00|0.00|0.00|8074469|5626960390267.00|5550|49438|APR2019|2019-04
04/17/2019|16905771|2705598|410714|0|3226|118406|0|153021|2068990|0|0|0|2.4013212E12|1500|14952|88242413423.00|10345490000.00|0.00|0.00|0.00|5456729|2499909088313.00|1500|14952|APR2019|2019-04
04/18/2019|16925774|3790571|670938|0|22686|158542|0|175332|2655306|0|0|0|5.0584015E12|9590|63511|164381382048.00|11450781000.00|0.00|0.00|0.00|7450689|5234233707700.00|9590|63511|APR2019|2019-04
04/19/2019|16927725|3166577|582519|0|3773|148899|0|156493|2186070|0|0|0|3.2516087E12|300|12368|127339113723.00|10394079500.00|0.00|0.00|0.00|6240558|3389341871917.00|300|12368|APR2019|2019-04
04/20/2019|16930062|3400887|563848|0|3836|179954|0|162134|2469882|0|0|0|3.9815436E12|3267|9917|145710991667.00|10549016000.00|0.00|0.00|0.00|6776705|4137803609245.00|3267|9917|APR2019|2019-04
04/21/2019|16931425|2861762|439647|0|2574|173338|0|151112|1987455|0|0|0|2.5464452E12|1521|13001|111046758222.00|10052054000.00|0.00|0.00|0.00|5613314|2667544019877.00|1521|13001|APR2019|2019-04
04/22/2019|16951214|4166544|718377|0|22210|165982|0|180908|2796808|0|0|0|5.7561685E12|500|41966|178520473563.00|11637657000.00|0.00|0.00|0.00|8028619|5946326676543.00|500|41966|APR2019|2019-04
04/23/2019|16970017|4047533|680766|0|21817|151484|0|174261|2762259|0|0|0|5.5460608E12|5349|32085|167247328650.00|11253187500.00|0.00|0.00|0.00|7816303|5724561320105.00|5349|32085|APR2019|2019-04
04/24/2019|16986344|4029763|660001|0|19457|147892|0|178282|2777961|0|0|0|5.2856059E12|5318|25710|171575848303.00|11571781000.00|0.00|0.00|0.00|7793899|5468753505947.00|5318|25710|APR2019|2019-04
04/25/2019|17004300|5223908|916162|0|21595|217627|0|197029|3473309|0|0|0|6.4685908E12|11967|43416|274460576812.00|12941904500.00|0.00|0.00|0.00|10028035|6755993327131.00|11967|43416|APR2019|2019-04
04/26/2019|17023455|5231137|917019|0|23091|206037|0|203014|3464547|0|0|0|6.21958E12|6180|29481|241844112583.00|13322198500.00|0.00|0.00|0.00|10021754|6474746357194.00|6180|29481|APR2019|2019-04
04/27/2019|17027168|4282917|726148|0|6244|164969|0|193785|3089303|0|0|0|4.9350656E12|3000|10131|153453698318.00|12659574000.00|0.00|0.00|0.00|8457122|5101178868314.00|3000|10131|APR2019|2019-04
04/28/2019|17029369|3378658|524893|0|3791|131621|0|168220|2381000|0|0|0|3.0554136E12|0|11956|106267638435.00|11228504500.00|0.00|0.00|0.00|6584392|3172909753103.00|0|11956|APR2019|2019-04
04/29/2019|17049220|5628069|959096|0|22778|171934|0|207099|3249658|0|0|0|6.4390107E12|0|23083|194227844552.00|13201134000.00|0.00|0.00|0.00|10215856|6646439639057.00|0|23083|APR2019|2019-04
04/30/2019|17072318|6760186|1148681|0|28048|218773|0|216511|3993849|0|0|0|7.5250672E12|2280|18924|246095634856.00|13996601500.00|0.00|0.00|0.00|12338000|7785159468361.00|2280|18924|APR2019|2019-04
05/01/2019|17075932|4510136|763797|0|6405|197083|0|197124|3152377|0|0|0|4.8072074E12|1000|10602|170760245119.00|13253122500.00|0.00|0.00|0.00|8820517|4991220797984.00|1000|10602|MAY2019|2019-05
05/02/2019|17097876|5167742|933932|0|25399|209544|0|208912|3589276|0|0|0|6.7452912E12|6418|36800|230857547186.00|13501552000.00|0.00|0.00|0.00|10109406|6989650316739.00|6418|36800|MAY2019|2019-05
05/03/2019|17104752|5168912|908116|0|9907|195123|0|199971|3446755|0|0|0|6.5300369E12|5480|25118|213445638015.00|12871173000.00|0.00|0.00|0.00|9918877|6756353707510.00|5480|25118|MAY2019|2019-05
05/04/2019|17109058|4209894|724109|0|6173|172903|0|188232|3124821|0|0|0|5.2380115E12|200|10725|154336956357.00|12150120000.00|0.00|0.00|0.00|8419959|5404498583806.00|200|10725|MAY2019|2019-05
05/05/2019|17112027|3500078|569423|0|4430|159847|0|166930|2529916|0|0|0|3.40343E12|2150|14276|130822214605.00|10910115500.00|0.00|0.00|0.00|6926194|3545162356794.00|2150|14276|MAY2019|2019-05
05/06/2019|17136973|4457858|804990|0|27860|195463|0|174458|3074998|0|0|0|6.0771557E12|3361|36886|218082239152.00|11317386000.00|0.00|0.00|0.00|8707767|6306555369480.00|3361|36886|MAY2019|2019-05
05/07/2019|17159454|4401743|790776|0|25840|195900|0|175957|3081079|0|0|0|6.0292413E12|520|19807|208425246718.00|11348633000.00|0.00|0.00|0.00|8645455|6249015160156.00|520|19807|MAY2019|2019-05
05/08/2019|17179035|4303531|768601|0|23012|169702|0|177708|3121292|0|0|0|5.8691648E12|6618|26251|165374354966.00|11422552000.00|0.00|0.00|0.00|8540834|6045961688580.00|6618|26251|MAY2019|2019-05
05/09/2019|17197702|4208239|746108|0|22040|170062|0|176734|3050289|0|0|0|5.5939371E12|560|31863|164793232515.00|11539400000.00|0.00|0.00|0.00|8351432|5770269765909.00|560|31863|MAY2019|2019-05
05/10/2019|17216332|4517767|813885|0|22116|173235|0|179073|3202926|0|0|0|5.9651988E12|898|24189|158958368736.00|11517510000.00|0.00|0.00|0.00|8886886|6135674719289.00|898|24189|MAY2019|2019-05
05/11/2019|17219971|3900443|663760|0|5817|155501|0|169989|2973421|0|0|0|4.8476105E12|1000|6882|119269478238.00|11075489500.00|0.00|0.00|0.00|7863114|4977955463084.00|1000|6882|MAY2019|2019-05
05/12/2019|17222378|3247243|517879|0|4047|134429|0|154560|2393170|0|0|0|3.1021356E12|0|9998|88502422112.00|10237162000.00|0.00|0.00|0.00|6447281|3200875198830.00|0|9998|MAY2019|2019-05
05/13/2019|17243626|4410160|781308|0|24023|157770|0|179685|3201059|0|0|0|6.1583275E12|2016|43700|148999712484.00|11504349500.00|0.00|0.00|0.00|8729982|6318831604087.00|2016|43700|MAY2019|2019-05
05/14/2019|17263578|4350478|751465|0|23242|154306|0|175149|3148293|0|0|0|5.8522859E12|97|35375|142625282089.00|11212076000.00|0.00|0.00|0.00|8579691|6006123245959.00|97|35375|MAY2019|2019-05
05/15/2019|17281922|4665392|832499|0|21717|154411|0|173715|3246867|0|0|0|5.8688317E12|7|16301|142146741337.00|11182343500.00|0.00|0.00|0.00|9072884|6022160805459.00|7|16301|MAY2019|2019-05
05/16/2019|17300436|4501602|776598|0|21756|149942|0|179313|3211002|0|0|0|5.6615523E12|16455|28574|137485358134.00|11414684500.00|0.00|0.00|0.00|8818457|5810452329570.00|16455|28574|MAY2019|2019-05
05/17/2019|17319039|4989001|927578|0|22097|157313|0|186784|3597451|0|0|0|6.4225094E12|10232|36281|158809003258.00|12248066000.00|0.00|0.00|0.00|9858127|6593566464558.00|10232|36281|MAY2019|2019-05
05/18/2019|17322760|4332055|829829|0|5941|150898|0|174726|3078576|0|0|0|4.959511E12|2344|8431|129230044022.00|11349287500.00|0.00|0.00|0.00|8566084|5100090345193.00|2344|8431|MAY2019|2019-05
05/19/2019|17324868|3548305|579261|0|3702|144811|0|156661|2474745|0|0|0|3.2202782E12|1250|6045|108211893327.00|10355311500.00|0.00|0.00|0.00|6903783|3338845443303.00|1250|6045|MAY2019|2019-05
05/20/2019|17346261|5219789|891817|0|24433|228082|0|185039|3342728|0|0|0|6.4887186E12|2750|17434|227774098834.00|11835460000.00|0.00|0.00|0.00|9867455|6728328206684.00|2750|17434|MAY2019|2019-05
05/21/2019|17366037|5281064|875381|0|23489|218297|0|185653|3278876|0|0|0|6.1957946E12|8000|33829|218149738969.00|12011229500.00|0.00|0.00|0.00|9839271|6425955583308.00|8000|33829|MAY2019|2019-05
05/22/2019|17385603|5754431|1055630|0|23352|200936|0|263357|3028858|0|0|0|5.4885274E12|7779|28475|192313543318.00|16573862000.00|0.00|0.00|0.00|10303212|5697414805983.00|7779|28475|MAY2019|2019-05
