jnstrans|date|CASHOUT|COIDR|CASHIN|CIIDR|bln|mth
TELLER - NON PINPAD|11/19/2019|105659|23755816828434|369602|21210945077486|NOV2019|2019-11
TELLER - PINPAD|11/20/2019|63110|6880085539187|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/20/2019|104983|24300417942125|350710|21265670671346|NOV2019|2019-11
TELLER - PINPAD|11/21/2019|61934|7052570952245|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/21/2019|95925|23567278499591|327653|21122065983668|NOV2019|2019-11
TELLER - PINPAD|11/22/2019|70854|7670803882751|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/22/2019|113633|26470740822179|382627|24390727143551|NOV2019|2019-11
TELLER - PINPAD|11/23/2019|0|0|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/23/2019|0|0|0|0|NOV2019|2019-11
TELLER - PINPAD|11/24/2019|0|0|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/24/2019|0|0|0|0|NOV2019|2019-11
TELLER - PINPAD|11/25/2019|83384|9379770388655|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/25/2019|148290|27905394674221|535779|27930861039007|NOV2019|2019-11
TELLER - PINPAD|11/26/2019|70170|7867591399753|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/26/2019|111640|26545563026913|392517|23380508869323|NOV2019|2019-11
TELLER - PINPAD|11/27/2019|68136|7595564735685|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/27/2019|105556|25175248699950|372963|21880107489514|NOV2019|2019-11
TELLER - PINPAD|11/28/2019|72363|8494281591393|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/28/2019|114738|27844989478839|405924|23262920799465|NOV2019|2019-11
TELLER - PINPAD|11/29/2019|90761|9818246536987|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/29/2019|143386|33615513326861|533663|27436064199727|NOV2019|2019-11
TELLER - PINPAD|11/30/2019|0|0|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/30/2019|0|0|0|0|NOV2019|2019-11
TELLER - PINPAD|12/01/2019|0|0|0|0|DEC2019|2019-12
TELLER - NON PINPAD|12/01/2019|0|0|0|0|DEC2019|2019-12
TELLER - PINPAD|12/02/2019|1777|197395483811|0|0|DEC2019|2019-12
TELLER - NON PINPAD|12/02/2019|161066|27953397138243|573897|30367981354107|DEC2019|2019-12
TELLER - PINPAD|12/03/2019|75432|8134629948406|0|0|DEC2019|2019-12
TELLER - NON PINPAD|12/03/2019|108771|27975874854415|412482|24295857583842|DEC2019|2019-12
TELLER - PINPAD|12/04/2019|69882|7891553063744|0|0|DEC2019|2019-12
TELLER - NON PINPAD|12/04/2019|101948|23441165762748|373237|22725908439148|DEC2019|2019-12
TELLER - PINPAD|12/05/2019|68644|7473525810558|0|0|DEC2019|2019-12
TELLER - NON PINPAD|12/05/2019|105446|23751382756651|380354|22151921507625|DEC2019|2019-12
TELLER - PINPAD|12/06/2019|78306|8306428919480|0|0|DEC2019|2019-12
TELLER - NON PINPAD|12/06/2019|118147|26950592747460|426402|23329518231276|DEC2019|2019-12
TELLER - PINPAD|12/07/2019|0|0|0|0|DEC2019|2019-12
TELLER - NON PINPAD|12/07/2019|0|0|0|0|DEC2019|2019-12
TELLER - PINPAD|12/08/2019|0|0|0|0|DEC2019|2019-12
TELLER - NON PINPAD|12/08/2019|0|0|0|0|DEC2019|2019-12
TELLER - PINPAD|12/09/2019|84378|9634988199347|0|0|DEC2019|2019-12
TELLER - NON PINPAD|12/09/2019|140768|28381049650447|541280|30090240973678|DEC2019|2019-12
TELLER - PINPAD|01/01/2020|0|0|0|0|JAN2020|2020-01
TELLER - NON PINPAD|01/01/2020|0|0|0|0|JAN2020|2020-01
TELLER - PINPAD|01/02/2020|46708|5384107431379|0|0|JAN2020|2020-01
TELLER - NON PINPAD|01/02/2020|65154|23750458361701|278991|22386931693488|JAN2020|2020-01
TELLER - PINPAD|01/03/2020|63294|6706496494594|0|0|JAN2020|2020-01
TELLER - NON PINPAD|01/03/2020|84023|22430157674379|342743|19592243735459|JAN2020|2020-01
TELLER - PINPAD|01/04/2020|0|0|0|0|JAN2020|2020-01
TELLER - NON PINPAD|01/04/2020|0|0|0|0|JAN2020|2020-01
TELLER - PINPAD|01/05/2020|0|0|0|0|JAN2020|2020-01
TELLER - NON PINPAD|01/05/2020|0|0|0|0|JAN2020|2020-01
TELLER - PINPAD|01/06/2020|85043|9440038057813|0|0|JAN2020|2020-01
TELLER - NON PINPAD|01/06/2020|127208|26879145303516|506217|28886544015743|JAN2020|2020-01
